title,time,author,sent,label
今年柑桔销售形势严峻，想要卖好价，要这么破局！,2020/11/15 23:40,桔荔呈祥,柑橘市场行情不好，最主要是供大于求的结果，目前全国都在发展柑橘种植，加上疫情的因素，行情相对去年普遍有所回落，因此希望各位种植者拓宽销售渠道，节约种植成本，发展另一条出路，熬过这几年相信会迎来转折的。,-1
冬天来袭，柑橘行情这么好，果农为何没挣什么钱？,2020/1/5 19:58,老刘微农技,不过令他们没有想到的是，这刚卖出去，价格就开始疯涨了，甚至直接就翻了一轮还多。,1
冬天来袭，柑橘行情这么好，果农为何没挣什么钱？,2020/1/5 19:58,老刘微农技,最后却发现，这价格直接比自己卖的涨价了好几轮，可以说抢着卖出去的果农都想要流泪了。,1
冬天来袭，柑橘行情这么好，果农为何没挣什么钱？,2020/1/5 19:58,老刘微农技,不过谁知道，果农把橙子都卖出去了，接着就直接涨到两块多。,1
冬天来袭，柑橘行情这么好，果农为何没挣什么钱？,2020/1/5 19:58,老刘微农技,这个涨价，也并没有停止，后来又直接涨到了两块五一斤。,1
砂糖橘、沃柑、脐橙、不知火近30天价格走势,2020/2/25 18:08,作物大王新农盟,沃柑河南沃柑批发市场4.6元左右，价格略降。,-1
​专家解读：市场变局下，未来三年柑橘行情如何？有哪些预测和判断？,2020/8/16 11:30,柑橘信息网,但如果电商的日子不好过，柑橘价格一定会下落。,-1
2020年度柑橘走向已露端倪！柑橘的出路在哪里？,2020/1/14 07:13,永州天禾农资,到去年的年底，砂糖橘收购价有所回落，节前价位4元一斤左右，节后1.5至2.5元一斤，次果5毛一斤左右，价格较往年反差很大。,-1
南方柑橘价格的急速下跌，苹果价格有望迎来继续上涨,2020/10/18 20:50,西北果业信息,目前收假没多久，不少地区的柑橘就已经飞速下降，成交价比10月4日之前低了很多。,-1
南方柑橘价格的急速下跌，苹果价格有望迎来继续上涨,2020/10/18 20:50,西北果业信息,南丰蜜桔地头价低至1元/斤左右，而贡柑好果也只有2.5元/斤左右。,-1
南方柑橘价格的急速下跌，苹果价格有望迎来继续上涨,2020/10/18 20:50,西北果业信息,价格的急速下跌不免让人担忧，今年柑橘行情又是一个低价年。,-1
柑橘新产季拉开帷幕，整体过剩趋势不减,2020/6/22 16:23,国际果蔬,伴随着产量下降，但蜜桔价格并没有上涨，反而出现了下降。,-1
柑橘新产季拉开帷幕，整体过剩趋势不减,2020/6/22 16:23,国际果蔬,虽然早柑行情较去年稍有下滑，但由于种植管理成本较低，果农仍然有得赚。,-1
柑橘新产季拉开帷幕，整体过剩趋势不减,2020/6/22 16:23,国际果蔬,崇左温州蜜桔的上市拉开了今年柑橘产季的帷幕，在经历了近两年的低迷行情后，今年柑橘价格仍然不乐观。,-1
柑橘新产季拉开帷幕，整体过剩趋势不减,2020/6/22 16:23,国际果蔬,因此，如果没有大的自然灾害发生，未来几年年柑橘整体价格将持续下降。,-1
进口水果抢占中国春节市场！柑橘年货行情稍逊往年,2020/1/21 22:21,农财网柑桔通,记者看到，目前市场上大部分水果价格都有明显的回落，去年同期150、160元/箱的沃柑，今年110元/箱；,-1
进口水果抢占中国春节市场！柑橘年货行情稍逊往年,2020/1/21 22:21,农财网柑桔通,沙糖橘较去年同期便宜了40%左右；,-1
进口水果抢占中国春节市场！柑橘年货行情稍逊往年,2020/1/21 22:21,农财网柑桔通,耙耙柑较去年同期便宜30%左右；,-1
大咖新春寄语 | 柑橘产业将洗牌，机会留给能坚持、重品质的人！,2020/1/25 20:47,农财网柑桔通,去年上半年连续阴雨，下半年又发生了长时间的干旱，果实成熟期持续高温、温差小、适宜低温时间不够给柑橘管理带来了很大的影响，果实商品率低，沙糖橘着色推迟、品质下降，广东、广西桂西、桂南、桂中与桂北沙糖橘成熟、上市期重叠，加上产量过大，导致价格走低，销售压力骤增，消费者不买单，这也是价格低迷的重要原因。,-1
大咖新春寄语 | 柑橘产业将洗牌，机会留给能坚持、重品质的人！,2020/1/25 20:47,农财网柑桔通,部分果农连续三年来没有赚钱、甚至亏本、返贫负债，严重打击了他们的信心，导致其对果园投入减少或者弃管，木虱泛滥黄龙病蔓延的警钟响起。,-1
大咖新春寄语 | 柑橘产业将洗牌，机会留给能坚持、重品质的人！,2020/1/25 20:47,农财网柑桔通,尤其是沙糖橘，不少店铺和超市趁沙糖橘价格低，大力搞促销，吸引人流量。,-1
2020年疫情之下，今年的柑橘还能卖得上价吗？,2020/7/15 21:44,大橘大利,其实柑橘的价格还是决定于供求关系，很多分析行情，多的就是说：天气导致果差，不熟，转色不好，卖不动。,-1
2020年疫情之下，今年的柑橘还能卖得上价吗？,2020/7/15 21:44,大橘大利,这在表中其实是属于柑橘的质量问题，低品质，自然价格低。,-1
四川晚熟柑橘率先晋级“国字号”！如何才能做到“身份等同身价”？,2020/10/22 20:27,农财网柑桔通,黄国全记得，1997年前后，自家的柑橘已压价到5分钱一斤，“但人家还不想要。”,-1
四川晚熟柑橘率先晋级“国字号”！如何才能做到“身份等同身价”？,2020/10/22 20:27,农财网柑桔通,“看这几年走势，价格的确在往下去。”,-1
四川晚熟柑橘率先晋级“国字号”！如何才能做到“身份等同身价”？,2020/10/22 20:27,农财网柑桔通,成都蒲江县种植户赵鹏飞说，晚熟柑橘产地价在2017年达到顶峰，最贵卖过9元一斤，但今春只有4元左右。,-1
四川晚熟柑橘率先晋级“国字号”！如何才能做到“身份等同身价”？,2020/10/22 20:27,农财网柑桔通,“总体看，三四年降了快一半。”,-1
柑橘市场供大于求，销售形势不容乐观,2020/11/18 09:50,水果观察,以蜜橘为例，和之前的年份相比，早熟蜜桔的收购价不是很乐观。,-1
柑橘市场供大于求，销售形势不容乐观,2020/11/18 09:50,水果观察,但在今年，平均收购价已经降到0.4元/斤。,-1
柑橘市场供大于求，销售形势不容乐观,2020/11/18 09:50,水果观察,就市场行情来看，除了双节期间橘子收购价冲破了1元/斤外，柑橘主体价格一直处于下跌趋势。,-1
柑橘市场供大于求，销售形势不容乐观,2020/11/18 09:50,水果观察,上个月金秋砂糖橘刚上市那会，客商抢着收货，价格更是开到了5元/斤的地头价。,1
柑橘市场供大于求，销售形势不容乐观,2020/11/18 09:50,水果观察,但好景不长，进入11月份之后，多地的金秋砂糖橘都上市了，价格也直线掉落。,-1
柑橘市场供大于求，销售形势不容乐观,2020/11/18 09:50,水果观察,但是今年柑橘行情总体不好，不管是早熟柑还是南丰蜜桔价格都比较低，开局不利的情况下也连累到了金秋砂糖橘。,-1
柑橘市场供大于求，销售形势不容乐观,2020/11/18 09:50,水果观察,柑橘市场行情不好，最主要的原因是供大于求的结果，目前全国都在发展柑橘种植，加上疫情的因素，行情相对去年普遍有所回落。,-1
2020湖南柑橘销售形势如何？惠农网电商大数据告诉你,2020/11/14 07:00,惠农网发布,▲湖南柑橘主要流向本省及广东省、浙江省、江苏省和北京市但今年湖南省柑橘的价格水平较去年同期偏低，行情价格自上市以来一路走低。,-1
2020湖南柑橘销售形势如何？惠农网电商大数据告诉你,2020/11/14 07:00,惠农网发布,惠农大数据显示，2020年8月，湖南省柑橘均价为2.05元/斤，较去年同期的1.97元/斤高出4%；,1
2020湖南柑橘销售形势如何？惠农网电商大数据告诉你,2020/11/14 07:00,惠农网发布,10月为1.39元/斤，同比环比分别下跌26%、11%。,-1
2020湖南柑橘销售形势如何？惠农网电商大数据告诉你,2020/11/14 07:00,惠农网发布,国际市场需求严重萎缩，各柑橘深加工企业、冷藏储存企业收购量增长乏力，在一定程度上压制了鲜果市场的价格。,-1
2020年柑橘市场遇冷，销售形势不乐观，种植者要提前做好应对措施,2020/11/9 15:43,柑橘信息网,从目前情况看，由于品质不佳，本季多个柑橘品种都处于供大于求的状态，拉低了市场售价。,-1
2020年柑橘市场遇冷，销售形势不乐观，种植者要提前做好应对措施,2020/11/9 15:43,柑橘信息网,万果风云会：金秋砂糖橘上市初期卖5元每斤，如今跌破3元每斤金秋砂糖桔上市半个多月，部分预定较早及产量较少的产区已经基本采摘完毕，其余产区多以质论价，优果劣果差价明显。,-1
2020年柑橘市场遇冷，销售形势不乐观，种植者要提前做好应对措施,2020/11/9 15:43,柑橘信息网,上个月金秋砂糖橘刚上市那会，客商抢着收货，价格更是开到了5元每斤的地头价。,1
2020年柑橘市场遇冷，销售形势不乐观，种植者要提前做好应对措施,2020/11/9 15:43,柑橘信息网,只不过好景不长，进入11月份之后，多地的金秋砂糖橘都上市了，价格也直线掉落。,-1
2020年柑橘市场遇冷，销售形势不乐观，种植者要提前做好应对措施,2020/11/9 15:43,柑橘信息网,但是今年柑橘行情总体不好，不管是早熟柑还是南丰蜜桔价格都挺低的，开局不利的情况下也连累到了金秋砂糖橘。,-1
柑橘大咖：前景依然看好，要从产量大国向质量大国迈进！,2020/3/25 17:13,李老师说柑桔,当然，蔡智文也分析，未来三年，柑橘产业需要转型升级，在此过程中会淘汰部分种植者，因此，即便未来柑橘产业有作为，但也不能乱作为，更不能因为价格下滑而不作为。,-1
早上市的柑橘走货慢、价格低，后期柑橘“扎堆成熟”，今年行情走势如何？,2020/11/19 20:34,云南水果通,就市场行情来看，除了双节期间橘子收购价冲破了1元/斤外，柑橘主体价格一直处于下跌趋势。,-1
早上市的柑橘走货慢、价格低，后期柑橘“扎堆成熟”，今年行情走势如何？,2020/11/19 20:34,云南水果通,柑橘市场行情不好，最主要的原因是供大于求的结果，目前全国都在发展柑橘种植，加上疫情的因素，行情相对去年普遍有所回落。,-1
预计后期水果价格将继续回落！奉劝柑橘成熟适价果断出手！,2020/10/20 21:54,柑桔之家,因此，随着柑橘供应量的不断增加，后期价格下降是不争事实。,-1
今年柑橘形势严峻，收购价已经降到0.4元/斤！鹿寨行情如何？,2020/11/19 17:38,鹿寨生活网,但在今年，平均收购价已经降到0.4元/斤。,-1
今年柑橘形势严峻，收购价已经降到0.4元/斤！鹿寨行情如何？,2020/11/19 17:38,鹿寨生活网,就市场行情来看，除了双节期间橘子收购价冲破了1元/斤外，柑橘主体价格一直处于下跌趋势。,-1
今年柑橘形势严峻，收购价已经降到0.4元/斤！鹿寨行情如何？,2020/11/19 17:38,鹿寨生活网,柑橘市场行情不好，最主要的原因是供大于求的结果，目前全国都在发展柑橘种植，加上疫情的因素，行情相对去年普遍有所回落。,-1
2020年度柑橘走向已露端倪！大规模扩种下的柑橘果农，出路在哪里？,2020/1/1 19:59,天天学农柑橘号,到去年的年底，砂糖橘收购价有所回落，节前价位4元一斤左右，节后1.5至2.5元一斤，次果5毛一斤左右，价格较往年反差很大。,-1
专家预测：柑橘市场或将呈现9大趋势！柑橘人必看,2020/6/14 11:30,柑橘信息网,因此，如果没有大的自然灾害发生，未来5年柑橘整体价格将持续下降。,-1
柑橘趋势“变或不变”，回看邓秀新院士《柑橘产业十年变化与未来》！,2020/1/28 19:52,柑橘信息网,第三是由于劳动力成本快速上升，未来一段时间柑橘价格将呈稳中上升的趋势，但上涨的幅度不会太大，柑橘产业的利润也会越来越薄。,1
蜜橘、砂糖橘、沃柑、不知火、耙耙柑、爱媛橙，2020年哪种柑橘最好卖？,2020/11/30 23:20,柑橘之家技术产业联盟,具体走势方面，7月柑橘刚刚上市，均价为3.6元/斤，较去年同期均价（2.5元/斤）上涨46%；,1
蜜橘、砂糖橘、沃柑、不知火、耙耙柑、爱媛橙，2020年哪种柑橘最好卖？,2020/11/30 23:20,柑橘之家技术产业联盟,8月柑橘均价2.3元/斤，环比下跌36%，同比上涨44%，同比涨幅与7月基本持平；,1
蜜橘、砂糖橘、沃柑、不知火、耙耙柑、爱媛橙，2020年哪种柑橘最好卖？,2020/11/30 23:20,柑橘之家技术产业联盟,六、2020年柑橘价格水平整体上涨，后市行情价格偏稳弱2020年全国柑橘的电商价格整体是上涨的，2020年7-10月，柑橘均价为2.5元/斤，较2019年同期均价（1.7元/斤）高出45%。,1
蜜橘、砂糖橘、沃柑、不知火、耙耙柑、爱媛橙，2020年哪种柑橘最好卖？,2020/11/30 23:20,柑橘之家技术产业联盟,具体走势方面，7月柑橘刚刚上市，均价为3.6元/斤，较去年同期均价（2.5元/斤）上涨46%；,1
蜜橘、砂糖橘、沃柑、不知火、耙耙柑、爱媛橙，2020年哪种柑橘最好卖？,2020/11/30 23:20,柑橘之家技术产业联盟,8月柑橘均价2.3元/斤，环比下跌36%，同比上涨44%，同比涨幅与7月基本持平；,1
蜜橘、砂糖橘、沃柑、不知火、耙耙柑、爱媛橙，2020年哪种柑橘最好卖？,2020/11/30 23:20,柑橘之家技术产业联盟,9月柑橘均价为1.9元/斤，环比继续下跌16%，同比上涨93%；,1
蜜橘、砂糖橘、沃柑、不知火、耙耙柑、爱媛橙，2020年哪种柑橘最好卖？,2020/11/30 23:20,柑橘之家技术产业联盟,10月柑橘均价为2.0元/斤，环比转负为正，上涨5%，同比上涨13%，但同比涨幅较前几个月大幅度收窄。,1
【柑橘行情】柑橘价格走势，沃柑地位不稳，沙糖桔逆势上涨,2021/3/22 20:00,村宝网,沃柑风靡了好几年，但是今年的价格却不是很乐观，受环境和疫情影响。,-1
【柑橘行情】柑橘价格走势，沃柑地位不稳，沙糖桔逆势上涨,2021/3/22 20:00,村宝网,毕竟近几年沙糖桔被沃柑压得透不过气来，现在沙糖桔价格上涨，果农自然觉得扬眉吐气了。,1
【柑橘行情】沃柑价格低迷，走货不多，价格很难反弹,2021/3/11 20:00,村宝网,导致沃柑价格一再下降。,-1
【柑橘行情】沃柑价格低迷，走货不多，价格很难反弹,2021/3/11 20:00,村宝网,由于今年种植的沃柑产量较多已经超过了沙糖桔，沃柑市场已接近经饱和，供大于求，还有果农急于出售导致沃柑压价，所以沃柑的价格下滑严重。,-1
5元/斤的柑橘，价格算高？扩大销售半径，上涨空间大大的有！,2021/2/6 21:56,岭南农经,点击蓝字关注我们价格下跌13.03%，但仍高达5元/斤，这种柑橘，怎么如此火？,-1
5元/斤的柑橘，价格算高？扩大销售半径，上涨空间大大的有！,2021/2/6 21:56,岭南农经,种植面积和产量不断增加，价格“三四年降了快一半”，其实透露出柑橘产业缺乏冷链物流配套、产品“卖不远”的短板，这也成为下一步发力重点“身份”等于“身价”吗？,-1
5元/斤的柑橘，价格算高？扩大销售半径，上涨空间大大的有！,2021/2/6 21:56,岭南农经,“看这几年走势，价格的确在往下去。”,-1
【柑橘行情】临近五一，沃柑价格上涨，冷库果进入市场,2021/4/26 20:54,村宝网,茂谷柑经历了上市初期的价格低迷后，迎来了一波行情小涨，走货量也大幅加快。,1
【柑橘行情】临近五一，沃柑价格上涨，冷库果进入市场,2021/4/26 20:54,村宝网,武鸣代办陈先生表示，目前成交价多集中在2.1-2.4元/斤之间，较上市初期上涨明显。,1
【柑橘行情】临近五一，沃柑价格上涨，冷库果进入市场,2021/4/26 20:54,村宝网,灵川代办刘先生：沃柑价格有点上涨，好的货价格在3元/斤以上。,1
柑橘趋势“变or不变”，回看邓秀新院士《柑橘产业十年变化与未来》！,2021/1/19 23:08,柑橘之家技术产业联盟,像浙江一带，等到果实充分成熟后再采摘，品质提高了，价格也相应地涨上去了。,1
柑桔供需热度坚挺，大葱价格上升势头放缓,2021/1/2 07:00,惠农网发布,第52周，柑桔均价微涨至2.74元/斤，较上周增幅进一步收窄。,1
今年柑橘价格持续低迷？一张图告诉你未来出路在哪里,2021/9/3 22:59,柑橘之家技术产业联盟,上年沃柑的价格多数是2~3元/斤，价格已经是较前期下来很多了。,-1
柑橘产业发展趋势与问题，品种如何选？听听这些专家怎么说！,2021/3/10 19:29,蒲江丑柑产业协会,产业高速发展隐患逐渐显现随着产业面积的不断扩大，产量不断增加，晚熟柑橘价格也在迅速走低。,-1
柑橘产业发展趋势与问题，品种如何选？听听这些专家怎么说！,2021/3/10 19:29,蒲江丑柑产业协会,总体看，三四年降了一半多。,-1
把握趋势=更好赚钱！柑橘产业都有哪些发展趋势？,2021/2/2 18:23,岭南农经,作为砂糖桔主产区的广西果农，或许感受最明显，砂糖桔行情从高峰时的6~7元/斤，跌至目前的1.5~2.2元/斤，处于保本状态，逼近盈亏线。,-1
柑橘市场或将呈现9大趋势！柑橘人必看,2021/3/12 20:33,老刘微农技,二、4年后，供大于求有望得到缓解由于价格的波动，一些支撑不下去的果农会逐渐离开柑橘行业，同时也会出现一些弃管的现象，导致局部出现黄龙病害，柑橘产业面积出现一定程度的萎缩。,-1
柑橘行情逐渐平稳，武鲜柑开始上市,2021/3/10 21:17,全球果蔬网,综合看来，沃柑的价格较往年偏低。,1
【柑橘行情】沃柑行情进入尾期，外省沃柑开始上市,2021/4/19 20:00,村宝网,再加上这个季节应季水果产量特别大、价格又低，自然会影响到沃柑的价格。”,-1
柑橘市场四年之期是分水岭？把握这6大趋势分析是否有道理？,2021/6/16 17:39,作物大王新农盟,根据市场供需情况来看，在未来4年之内柑橘价格将处于持续下降的趋势。,-1
